#separator:tab
#html:true
"Автомобиль</br>
</hr>
"	"자동차
[anki:tts lang=ko_KR speed=0.8]자동차[/anki:tts]
"
"의자
[anki:tts lang=ko_KR speed=0.6]의자[/anki:tts]

"	Стул, сиденье
"Стул, сиденье</br>
</hr>
"	"의자
[anki:tts lang=ko_KR speed=0.8]의자[/anki:tts]
"
"침대
[anki:tts lang=ko_KR speed=0.6]침대[/anki:tts]

"	постель; кровать; спальное место (в вагоне)
"постель; кровать; спальное место (в вагоне)</br>
</hr>
"	"침대
[anki:tts lang=ko_KR speed=0.8]침대[/anki:tts]
"
"바닥
[anki:tts lang=ko_KR speed=0.6]바닥[/anki:tts]

"	Пол; дно; ровная поверхность; равнина 
"Пол; дно; ровная поверхность; равнина </br>
</hr>
"	"바닥
[anki:tts lang=ko_KR speed=0.8]바닥[/anki:tts]
"
"도서관
[anki:tts lang=ko_KR speed=0.6]도서관[/anki:tts]

"	Библиотека
"Библиотека</br>
</hr>
"	"도서관
[anki:tts lang=ko_KR speed=0.8]도서관[/anki:tts]
"
"서다
[anki:tts lang=ko_KR speed=0.6]서다[/anki:tts]

"	вставать; стоять;
"вставать; стоять;</br>
</hr>
"	"서다
[anki:tts lang=ko_KR speed=0.8]서다[/anki:tts]
"
"탁자
[anki:tts lang=ko_KR speed=0.6]탁자[/anki:tts]

"	Стол
"Стол</br>
</hr>
"	"탁자
[anki:tts lang=ko_KR speed=0.8]탁자[/anki:tts]
"
"길
[anki:tts lang=ko_KR speed=0.6]길[/anki:tts]

"	Дорога, путь
"Дорога, путь</br>
</hr>
"	"길
[anki:tts lang=ko_KR speed=0.8]길[/anki:tts]
"
"방
[anki:tts lang=ko_KR speed=0.6]방[/anki:tts]

"	Комната
"Комната</br>
</hr>
"	"방
[anki:tts lang=ko_KR speed=0.8]방[/anki:tts]
"
"줄
[anki:tts lang=ko_KR speed=0.6]줄[/anki:tts]

"	Линия; строка; ряд; очередь
"Линия; строка; ряд; очередь</br>
</hr>
"	"줄
[anki:tts lang=ko_KR speed=0.8]줄[/anki:tts]
"
"눕다
[anki:tts lang=ko_KR speed=0.6]눕다[/anki:tts]

"	Ложиться, лежать
"Ложиться, лежать</br>
</hr>
"	"눕다
[anki:tts lang=ko_KR speed=0.8]눕다[/anki:tts]
"
"우체국
[anki:tts lang=ko_KR speed=0.6]우체국[/anki:tts]

"	Почтовое отделение
"Почтовое отделение</br>
</hr>
"	"우체국
[anki:tts lang=ko_KR speed=0.8]우체국[/anki:tts]
"
"섬
[anki:tts lang=ko_KR speed=0.6]섬[/anki:tts]

"	Остров
"Остров</br>
</hr>
"	"섬
[anki:tts lang=ko_KR speed=0.8]섬[/anki:tts]
"
"교실
[anki:tts lang=ko_KR speed=0.6]교실[/anki:tts]

"	класс; классная комната; аудитория
"класс; классная комната; аудитория</br>
</hr>
"	"교실
[anki:tts lang=ko_KR speed=0.8]교실[/anki:tts]
"
"애
[anki:tts lang=ko_KR speed=0.6]애[/anki:tts]

"	ребёнок<br>(краткая форма)
"ребёнок<br>(краткая форма)</br>
</hr>
"	"애
[anki:tts lang=ko_KR speed=0.8]애[/anki:tts]
"
"누나
[anki:tts lang=ko_KR speed=0.6]누나[/anki:tts]

"	Старшая сестра<br>(<i>для брата</i>)
"Старшая сестра<br>(<i>для брата</i>)</br>
</hr>
"	"누나
[anki:tts lang=ko_KR speed=0.8]누나[/anki:tts]
"
"오빠
[anki:tts lang=ko_KR speed=0.6]오빠[/anki:tts]

"	старший брат<br>(<i>для сестры</i>)
"старший брат<br>(<i>для сестры</i>)</br>
</hr>
"	"오빠
[anki:tts lang=ko_KR speed=0.8]오빠[/anki:tts]
"
"남동생
[anki:tts lang=ko_KR speed=0.6]남동생[/anki:tts]

"	младший брат
"младший брат</br>
</hr>
"	"남동생
[anki:tts lang=ko_KR speed=0.8]남동생[/anki:tts]
"
"여동생
[anki:tts lang=ko_KR speed=0.6]여동생[/anki:tts]

"	младшая сестра
"младшая сестра</br>
</hr>
"	"여동생
[anki:tts lang=ko_KR speed=0.8]여동생[/anki:tts]
"
"딸
[anki:tts lang=ko_KR speed=0.6]딸[/anki:tts]

"	дочь
"дочь</br>
</hr>
"	"딸
[anki:tts lang=ko_KR speed=0.8]딸[/anki:tts]
"
"아들
[anki:tts lang=ko_KR speed=0.6]아들[/anki:tts]

"	сын
"сын</br>
</hr>
"	"아들
[anki:tts lang=ko_KR speed=0.8]아들[/anki:tts]
"
"남편
[anki:tts lang=ko_KR speed=0.6]남편[/anki:tts]

"	муж
"муж</br>
</hr>
"	"남편
[anki:tts lang=ko_KR speed=0.8]남편[/anki:tts]
"
"아내
[anki:tts lang=ko_KR speed=0.6]아내[/anki:tts]

"	жена
"жена</br>
</hr>
"	"아내
[anki:tts lang=ko_KR speed=0.8]아내[/anki:tts]
"
"남자친구
[anki:tts lang=ko_KR speed=0.6]남자친구[/anki:tts]

"	бойфренд, любимый
"бойфренд, любимый</br>
</hr>
"	"남자친구
[anki:tts lang=ko_KR speed=0.8]남자친구[/anki:tts]
"
"<span style=""color: rgb(32, 33, 34); background-color: rgb(255, 255, 255);"">남친</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(32, 33, 34); background-color: rgb(255, 255, 255);"">남친</span>[/anki:tts]

"	(<i>разг.</i>) бойфренд
"(<i>разг.</i>) бойфренд</br>
</hr>
"	"<span style=""color: rgb(32, 33, 34); background-color: rgb(255, 255, 255);"">남친</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(32, 33, 34); background-color: rgb(255, 255, 255);"">남친</span>[/anki:tts]
"
"여자친구
[anki:tts lang=ko_KR speed=0.6]여자친구[/anki:tts]

"	гёрлфренд, подружка
"гёрлфренд, подружка</br>
</hr>
"	"여자친구
[anki:tts lang=ko_KR speed=0.8]여자친구[/anki:tts]
"
"여친
[anki:tts lang=ko_KR speed=0.6]여친[/anki:tts]

"	(<i>разг.</i>) гёрлфренд, подружка, возлюбленная
"(<i>разг.</i>) гёрлфренд, подружка, возлюбленная</br>
</hr>
"	"여친
[anki:tts lang=ko_KR speed=0.8]여친[/anki:tts]
"
"애인
[anki:tts lang=ko_KR speed=0.6]애인[/anki:tts]

"	"""вторая половинка""<br>(парень&nbsp;<i>или</i>&nbsp;девушка)<br>(<i>в смысле возлюбленные</i>)"
"""вторая половинка""<br>(парень&nbsp;<i>или</i>&nbsp;девушка)<br>(<i>в смысле возлюбленные</i>)</br>
</hr>
"	"애인
[anki:tts lang=ko_KR speed=0.8]애인[/anki:tts]
"
"<span style=""background-color: rgb(255, 255, 255);"">자식</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""background-color: rgb(255, 255, 255);"">자식</span>[/anki:tts]

"	отпрыск<br>сын или дочь
"отпрыск<br>сын или дочь</br>
</hr>
"	"<span style=""background-color: rgb(255, 255, 255);"">자식</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""background-color: rgb(255, 255, 255);"">자식</span>[/anki:tts]
"
"최고
[anki:tts lang=ko_KR speed=0.6]최고[/anki:tts]

"	старший; верховный; лучший<br>(первое слово <i>Chief</i>&nbsp;в <i>CTO</i>)
"старший; верховный; лучший<br>(первое слово <i>Chief</i>&nbsp;в <i>CTO</i>)</br>
</hr>
"	"최고
[anki:tts lang=ko_KR speed=0.8]최고[/anki:tts]
"
"기술
[anki:tts lang=ko_KR speed=0.6]기술[/anki:tts]

"	технология; <br>техника (в смысле&nbsp;<i>приёмы, умения</i>)
"технология; <br>техника (в смысле&nbsp;<i>приёмы, умения</i>)</br>
</hr>
"	"기술
[anki:tts lang=ko_KR speed=0.8]기술[/anki:tts]
"
"책임자
[anki:tts lang=ko_KR speed=0.6]책임자[/anki:tts]

"	ответственный; глава<br>(третье слово <i>Officer</i> в <i>CTO</i>)
"ответственный; глава<br>(третье слово <i>Officer</i> в <i>CTO</i>)</br>
</hr>
"	"책임자
[anki:tts lang=ko_KR speed=0.8]책임자[/anki:tts]
"
"최고 기술 책임자
[anki:tts lang=ko_KR speed=0.6]최고 기술 책임자[/anki:tts]

"	Технический директор<br>(<i>CTO</i>)
"Технический директор<br>(<i>CTO</i>)</br>
</hr>
"	"최고 기술 책임자
[anki:tts lang=ko_KR speed=0.8]최고 기술 책임자[/anki:tts]
"
"저는 최고 기술 책임자입니다
[anki:tts lang=ko_KR speed=0.6]저는 최고 기술 책임자입니다[/anki:tts]

"	Я <i>есть&nbsp;</i>технический директор
"Я <i>есть&nbsp;</i>технический директор</br>
</hr>
"	"저는 최고 기술 책임자입니다
[anki:tts lang=ko_KR speed=0.8]저는 최고 기술 책임자입니다[/anki:tts]
"
"밖에
[anki:tts lang=ko_KR speed=0.6]밖에[/anki:tts]

"	наружу, вовне <br>(направление движения)
"наружу, вовне <br>(направление движения)</br>
</hr>
"	"밖에
[anki:tts lang=ko_KR speed=0.8]밖에[/anki:tts]
"
"서울 밖에&nbsp;
[anki:tts lang=ko_KR speed=0.6]서울 밖에&nbsp;[/anki:tts]

"	вне Сеула
"вне Сеула</br>
</hr>
"	"서울 밖에&nbsp;
[anki:tts lang=ko_KR speed=0.8]서울 밖에&nbsp;[/anki:tts]
"
"줄에 서다
[anki:tts lang=ko_KR speed=0.6]줄에 서다[/anki:tts]

"	стоять в очереди
"стоять в очереди</br>
</hr>
"	"줄에 서다
[anki:tts lang=ko_KR speed=0.8]줄에 서다[/anki:tts]
"
"탁자 위에 서다
[anki:tts lang=ko_KR speed=0.6]탁자 위에 서다[/anki:tts]

"	стоять на столе
"стоять на столе</br>
</hr>
"	"탁자 위에 서다
[anki:tts lang=ko_KR speed=0.8]탁자 위에 서다[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">나무 의자</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">나무 의자</span>[/anki:tts]

"	деревянный стул
"деревянный стул</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">나무 의자</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">나무 의자</span>[/anki:tts]
"
"바나나
[anki:tts lang=ko_KR speed=0.6]바나나[/anki:tts]

"	Банан
"Банан</br>
</hr>
"	"바나나
[anki:tts lang=ko_KR speed=0.8]바나나[/anki:tts]
"
"차
[anki:tts lang=ko_KR speed=0.6]차[/anki:tts]

"	Чай
"Чай</br>
</hr>
"	"차
[anki:tts lang=ko_KR speed=0.8]차[/anki:tts]
"
"사과
[anki:tts lang=ko_KR speed=0.6]사과[/anki:tts]

"	Яблоко
"Яблоко</br>
</hr>
"	"사과
[anki:tts lang=ko_KR speed=0.8]사과[/anki:tts]
"
"신문
[anki:tts lang=ko_KR speed=0.6]신문[/anki:tts]

"	Газета
"Газета</br>
</hr>
"	"신문
[anki:tts lang=ko_KR speed=0.8]신문[/anki:tts]
"
"컴퓨터
[anki:tts lang=ko_KR speed=0.6]컴퓨터[/anki:tts]

"	Компьютер
"Компьютер</br>
</hr>
"	"컴퓨터
[anki:tts lang=ko_KR speed=0.8]컴퓨터[/anki:tts]
"
"사전
[anki:tts lang=ko_KR speed=0.6]사전[/anki:tts]

"	Словарь
"Словарь</br>
</hr>
"	"사전
[anki:tts lang=ko_KR speed=0.8]사전[/anki:tts]
"
"제
[anki:tts lang=ko_KR speed=0.6]제[/anki:tts]

"	Мой / моя / моё
"Мой / моя / моё</br>
</hr>
"	"제
[anki:tts lang=ko_KR speed=0.8]제[/anki:tts]
"
"미안하다
[anki:tts lang=ko_KR speed=0.6]미안하다[/anki:tts]

"	Извиняться, просить прощения; смущаться
"Извиняться, просить прощения; смущаться</br>
</hr>
"	"미안하다
[anki:tts lang=ko_KR speed=0.8]미안하다[/anki:tts]
"
"미안해요!
[anki:tts lang=ko_KR speed=0.6]미안해요![/anki:tts]

"	Прошу прощения!<br>(<i>букв. Я смущён, мне неловко</i>)
"Прошу прощения!<br>(<i>букв. Я смущён, мне неловко</i>)</br>
</hr>
"	"미안해요!
[anki:tts lang=ko_KR speed=0.8]미안해요![/anki:tts]
"
"괜찮아요!
[anki:tts lang=ko_KR speed=0.6]괜찮아요![/anki:tts]

"	Все в порядке!<br>(<i>ответ на извинения</i>)
"Все в порядке!<br>(<i>ответ на извинения</i>)</br>
</hr>
"	"괜찮아요!
[anki:tts lang=ko_KR speed=0.8]괜찮아요![/anki:tts]
"
"천만에요
[anki:tts lang=ko_KR speed=0.6]천만에요[/anki:tts]

"	"<div style=""text-align: center;"">Не за что</div><div style=""text-align: center;"">(<i>ответ на спасибо</i>)</div><div style=""text-align: center;"">(букв. <i>Десять миллионов раз</i>)</div>"
"<div style=""text-align: center;"">Не за что</div><div style=""text-align: center;"">(<i>ответ на спасибо</i>)</div><div style=""text-align: center;"">(букв. <i>Десять миллионов раз</i>)</div></br>
</hr>
"	"천만에요
[anki:tts lang=ko_KR speed=0.8]천만에요[/anki:tts]
"
"이름이 뭐예요?
[anki:tts lang=ko_KR speed=0.6]이름이 뭐예요?[/anki:tts]

"	Как вас зовут?<br>(<i>средний стиль</i>)
"Как вас зовут?<br>(<i>средний стиль</i>)</br>
</hr>
"	"이름이 뭐예요?
[anki:tts lang=ko_KR speed=0.8]이름이 뭐예요?[/anki:tts]
"
"잘 가요
[anki:tts lang=ko_KR speed=0.6]잘 가요[/anki:tts]

"	До свидания <br>(<i>букв. Хорошо идти</i>)<br>(<i>средний стиль</i>)
"До свидания <br>(<i>букв. Хорошо идти</i>)<br>(<i>средний стиль</i>)</br>
</hr>
"	"잘 가요
[anki:tts lang=ko_KR speed=0.8]잘 가요[/anki:tts]
"
"어느
[anki:tts lang=ko_KR speed=0.6]어느[/anki:tts]

"	Какой? Который?<br>(<i>вопросительное местоимение</i>)
"Какой? Который?<br>(<i>вопросительное местоимение</i>)</br>
</hr>
"	"어느
[anki:tts lang=ko_KR speed=0.8]어느[/anki:tts]
"
"나라
[anki:tts lang=ko_KR speed=0.6]나라[/anki:tts]

"	Страна
"Страна</br>
</hr>
"	"나라
[anki:tts lang=ko_KR speed=0.8]나라[/anki:tts]
"
"어느 나라 사람입니까?
[anki:tts lang=ko_KR speed=0.6]어느 나라 사람입니까?[/anki:tts]

"	Из какой вы страны? <br>(<i>букв. Какой страны вы человек?</i>)
"Из какой вы страны? <br>(<i>букв. Какой страны вы человек?</i>)</br>
</hr>
"	"어느 나라 사람입니까?
[anki:tts lang=ko_KR speed=0.8]어느 나라 사람입니까?[/anki:tts]
"
"마시다
[anki:tts lang=ko_KR speed=0.6]마시다[/anki:tts]

"	Пить
"Пить</br>
</hr>
"	"마시다
[anki:tts lang=ko_KR speed=0.8]마시다[/anki:tts]
"
"차를 마시다
[anki:tts lang=ko_KR speed=0.6]차를 마시다[/anki:tts]

"	Пить чай
"Пить чай</br>
</hr>
"	"차를 마시다
[anki:tts lang=ko_KR speed=0.8]차를 마시다[/anki:tts]
"
"차를 마시고 싶습니다
[anki:tts lang=ko_KR speed=0.6]차를 마시고 싶습니다[/anki:tts]

"	Хочу выпить чай
"Хочу выпить чай</br>
</hr>
"	"차를 마시고 싶습니다
[anki:tts lang=ko_KR speed=0.8]차를 마시고 싶습니다[/anki:tts]
"
"일본
[anki:tts lang=ko_KR speed=0.6]일본[/anki:tts]

"	Япония
"Япония</br>
</hr>
"	"일본
[anki:tts lang=ko_KR speed=0.8]일본[/anki:tts]
"
"벤치
[anki:tts lang=ko_KR speed=0.6]벤치[/anki:tts]

"	Скамья, скамейка
"Скамья, скамейка</br>
</hr>
"	"벤치
[anki:tts lang=ko_KR speed=0.8]벤치[/anki:tts]
"
"잎
[anki:tts lang=ko_KR speed=0.6]잎[/anki:tts]

"	Лист (растения)
"Лист (растения)</br>
</hr>
"	"잎
[anki:tts lang=ko_KR speed=0.8]잎[/anki:tts]
"
"밀크셰이크
[anki:tts lang=ko_KR speed=0.6]밀크셰이크[/anki:tts]

"	Милкшейк, молочный коктейль
"Милкшейк, молочный коктейль</br>
</hr>
"	"밀크셰이크
[anki:tts lang=ko_KR speed=0.8]밀크셰이크[/anki:tts]
"
"생선
[anki:tts lang=ko_KR speed=0.6]생선[/anki:tts]

"	рыба
"рыба</br>
</hr>
"	"생선
[anki:tts lang=ko_KR speed=0.8]생선[/anki:tts]
"
"스테이크
[anki:tts lang=ko_KR speed=0.6]스테이크[/anki:tts]

"	Стейк
"Стейк</br>
</hr>
"	"스테이크
[anki:tts lang=ko_KR speed=0.8]스테이크[/anki:tts]
"
"차갑다
[anki:tts lang=ko_KR speed=0.6]차갑다[/anki:tts]

"	холодный; морозный
"холодный; морозный</br>
</hr>
"	"차갑다
[anki:tts lang=ko_KR speed=0.8]차갑다[/anki:tts]
"
"뜨겁다
[anki:tts lang=ko_KR speed=0.6]뜨겁다[/anki:tts]

"	- горячий; жаркий;<br>- страстный
"- горячий; жаркий;<br>- страстный</br>
</hr>
"	"뜨겁다
[anki:tts lang=ko_KR speed=0.8]뜨겁다[/anki:tts]
"
"달걀
[anki:tts lang=ko_KR speed=0.6]달걀[/anki:tts]

"	куриное яйцо<br>(<i>корейское слово</i>)
"куриное яйцо<br>(<i>корейское слово</i>)</br>
</hr>
"	"달걀
[anki:tts lang=ko_KR speed=0.8]달걀[/anki:tts]
"
"김밥
[anki:tts lang=ko_KR speed=0.6]김밥[/anki:tts]

"	кимбап
"кимбап</br>
</hr>
"	"김밥
[anki:tts lang=ko_KR speed=0.8]김밥[/anki:tts]
"
"불고기
[anki:tts lang=ko_KR speed=0.6]불고기[/anki:tts]

"	пульгоги
"пульгоги</br>
</hr>
"	"불고기
[anki:tts lang=ko_KR speed=0.8]불고기[/anki:tts]
"
"싸다
[anki:tts lang=ko_KR speed=0.6]싸다[/anki:tts]

"	недорогой, дешёвый
"недорогой, дешёвый</br>
</hr>
"	"싸다
[anki:tts lang=ko_KR speed=0.8]싸다[/anki:tts]
"
"비싸다
[anki:tts lang=ko_KR speed=0.6]비싸다[/anki:tts]

"	- дорогой (о цене)<br>- ценный
"- дорогой (о цене)<br>- ценный</br>
</hr>
"	"비싸다
[anki:tts lang=ko_KR speed=0.8]비싸다[/anki:tts]
"
"팔다
[anki:tts lang=ko_KR speed=0.6]팔다[/anki:tts]

"	продавать
"продавать</br>
</hr>
"	"팔다
[anki:tts lang=ko_KR speed=0.8]팔다[/anki:tts]
"
"딸기
[anki:tts lang=ko_KR speed=0.6]딸기[/anki:tts]

"	клубника
"клубника</br>
</hr>
"	"딸기
[anki:tts lang=ko_KR speed=0.8]딸기[/anki:tts]
"
"수프
[anki:tts lang=ko_KR speed=0.6]수프[/anki:tts]

"	суп
"суп</br>
</hr>
"	"수프
[anki:tts lang=ko_KR speed=0.8]수프[/anki:tts]
"
"토마토
[anki:tts lang=ko_KR speed=0.6]토마토[/anki:tts]

"	помидор, томат
"помидор, томат</br>
</hr>
"	"토마토
[anki:tts lang=ko_KR speed=0.8]토마토[/anki:tts]
"
"햄버거
[anki:tts lang=ko_KR speed=0.6]햄버거[/anki:tts]

"	гамбургер
"гамбургер</br>
</hr>
"	"햄버거
[anki:tts lang=ko_KR speed=0.8]햄버거[/anki:tts]
"
"사다
[anki:tts lang=ko_KR speed=0.6]사다[/anki:tts]

"	покупать, приобретать
"покупать, приобретать</br>
</hr>
"	"사다
[anki:tts lang=ko_KR speed=0.8]사다[/anki:tts]
"
"맥주
[anki:tts lang=ko_KR speed=0.6]맥주[/anki:tts]

"	пиво
"пиво</br>
</hr>
"	"맥주
[anki:tts lang=ko_KR speed=0.8]맥주[/anki:tts]
"
"와인
[anki:tts lang=ko_KR speed=0.6]와인[/anki:tts]

"	вино
"вино</br>
</hr>
"	"와인
[anki:tts lang=ko_KR speed=0.8]와인[/anki:tts]
"
"주스
[anki:tts lang=ko_KR speed=0.6]주스[/anki:tts]

"	сок
"сок</br>
</hr>
"	"주스
[anki:tts lang=ko_KR speed=0.8]주스[/anki:tts]
"
"라면
[anki:tts lang=ko_KR speed=0.6]라면[/anki:tts]

"	рамен, лапша
"рамен, лапша</br>
</hr>
"	"라면
[anki:tts lang=ko_KR speed=0.8]라면[/anki:tts]
"
"오렌지
[anki:tts lang=ko_KR speed=0.6]오렌지[/anki:tts]

"	апельсин
"апельсин</br>
</hr>
"	"오렌지
[anki:tts lang=ko_KR speed=0.8]오렌지[/anki:tts]
"
"야채
[anki:tts lang=ko_KR speed=0.6]야채[/anki:tts]

"	овощи
"овощи</br>
</hr>
"	"야채
[anki:tts lang=ko_KR speed=0.8]야채[/anki:tts]
"
"밭
[anki:tts lang=ko_KR speed=0.6]밭[/anki:tts]

"	поле
"поле</br>
</hr>
"	"밭
[anki:tts lang=ko_KR speed=0.8]밭[/anki:tts]
"
"환영합니다
[anki:tts lang=ko_KR speed=0.6]환영합니다[/anki:tts]

"	Добро пожаловать <br>(букв. <i>Приветствую!</i>)
"Добро пожаловать <br>(букв. <i>Приветствую!</i>)</br>
</hr>
"	"환영합니다
[anki:tts lang=ko_KR speed=0.8]환영합니다[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">반갑습니다</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">반갑습니다</span>[/anki:tts]

"	Рад встрече
"Рад встрече</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">반갑습니다</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">반갑습니다</span>[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">만나서 반갑습니다!</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">만나서 반갑습니다!</span>[/anki:tts]

"	Рад встрече!<br>(длинно)
"Рад встрече!<br>(длинно)</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">만나서 반갑습니다!</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">만나서 반갑습니다!</span>[/anki:tts]
"
"실례하다
[anki:tts lang=ko_KR speed=0.6]실례하다[/anki:tts]

"	Просить прощения; быть грубым; нарушать этикет
"Просить прощения; быть грубым; нарушать этикет</br>
</hr>
"	"실례하다
[anki:tts lang=ko_KR speed=0.8]실례하다[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">실례합니다</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">실례합니다</span>[/anki:tts]

"	Прошу прощения!<br>(букв. <i>Я груб!</i>)
"Прошу прощения!<br>(букв. <i>Я груб!</i>)</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">실례합니다</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">실례합니다</span>[/anki:tts]
"
"<span style=""color: rgb(75, 75, 75);"">죄</span><span style=""color: rgb(75, 75, 75);"">송</span><span style=""color: rgb(75, 75, 75);"">합</span><span style=""color: rgb(75, 75, 75);"">니</span><span style=""color: rgb(75, 75, 75);"">다</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(75, 75, 75);"">죄</span><span style=""color: rgb(75, 75, 75);"">송</span><span style=""color: rgb(75, 75, 75);"">합</span><span style=""color: rgb(75, 75, 75);"">니</span><span style=""color: rgb(75, 75, 75);"">다</span>[/anki:tts]

"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">мне очень жаль, я раскаиваюсь</span>"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">мне очень жаль, я раскаиваюсь</span></br>
</hr>
"	"<span style=""color: rgb(75, 75, 75);"">죄</span><span style=""color: rgb(75, 75, 75);"">송</span><span style=""color: rgb(75, 75, 75);"">합</span><span style=""color: rgb(75, 75, 75);"">니</span><span style=""color: rgb(75, 75, 75);"">다</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(75, 75, 75);"">죄</span><span style=""color: rgb(75, 75, 75);"">송</span><span style=""color: rgb(75, 75, 75);"">합</span><span style=""color: rgb(75, 75, 75);"">니</span><span style=""color: rgb(75, 75, 75);"">다</span>[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">고맙습니다</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">고맙습니다</span>[/anki:tts]

"	Спасибо!<br>(традиц. корейское)
"Спасибо!<br>(традиц. корейское)</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">고맙습니다</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">고맙습니다</span>[/anki:tts]
"
"뵙겠습니다!
[anki:tts lang=ko_KR speed=0.6]뵙겠습니다![/anki:tts]

"	До встречи!<br>букв. <i>обязательно&nbsp;<b>увидимся</b></i>!<br>
"До встречи!<br>букв. <i>обязательно&nbsp;<b>увидимся</b></i>!<br></br>
</hr>
"	"뵙겠습니다!
[anki:tts lang=ko_KR speed=0.8]뵙겠습니다![/anki:tts]
"
"성
[anki:tts lang=ko_KR speed=0.6]성[/anki:tts]

"	Фамилия
"Фамилия</br>
</hr>
"	"성
[anki:tts lang=ko_KR speed=0.8]성[/anki:tts]
"
"가게
[anki:tts lang=ko_KR speed=0.6]가게[/anki:tts]

"	(маленький) магазин
"(маленький) магазин</br>
</hr>
"	"가게
[anki:tts lang=ko_KR speed=0.8]가게[/anki:tts]
"
"어디
[anki:tts lang=ko_KR speed=0.6]어디[/anki:tts]

"	где?
"где?</br>
</hr>
"	"어디
[anki:tts lang=ko_KR speed=0.8]어디[/anki:tts]
"
"어디에
[anki:tts lang=ko_KR speed=0.6]어디에[/anki:tts]

"	куда?
"куда?</br>
</hr>
"	"어디에
[anki:tts lang=ko_KR speed=0.8]어디에[/anki:tts]
"
"어디에 갑니까?
[anki:tts lang=ko_KR speed=0.6]어디에 갑니까?[/anki:tts]

"	Куда вы идёте?
"Куда вы идёте?</br>
</hr>
"	"어디에 갑니까?
[anki:tts lang=ko_KR speed=0.8]어디에 갑니까?[/anki:tts]
"
"가게에 갑니다&nbsp;
[anki:tts lang=ko_KR speed=0.6]가게에 갑니다&nbsp;[/anki:tts]

"	Я иду в магазин.
"Я иду в магазин.</br>
</hr>
"	"가게에 갑니다&nbsp;
[anki:tts lang=ko_KR speed=0.8]가게에 갑니다&nbsp;[/anki:tts]
"
"내일
[anki:tts lang=ko_KR speed=0.6]내일[/anki:tts]

"	завтра
"завтра</br>
</hr>
"	"내일
[anki:tts lang=ko_KR speed=0.8]내일[/anki:tts]
"
"내일 봬요!
[anki:tts lang=ko_KR speed=0.6]내일 봬요![/anki:tts]

"	Увидимся завтра!<br>(средний стиль)
"Увидимся завтра!<br>(средний стиль)</br>
</hr>
"	"내일 봬요!
[anki:tts lang=ko_KR speed=0.8]내일 봬요![/anki:tts]
"
"그럼 내일 봬요!
[anki:tts lang=ko_KR speed=0.6]그럼 내일 봬요![/anki:tts]

"	Тогда до завтра!<br>(средний стиль)
"Тогда до завтра!<br>(средний стиль)</br>
</hr>
"	"그럼 내일 봬요!
[anki:tts lang=ko_KR speed=0.8]그럼 내일 봬요![/anki:tts]
"
"물론이에요
[anki:tts lang=ko_KR speed=0.6]물론이에요[/anki:tts]

"	Конечно!
