#separator:tab
#html:true
"не существует; не имеется; отсутствует в наличии</br>
</hr>
"	"없다&nbsp;
[anki:tts lang=ko_KR speed=0.8]없다&nbsp;[/anki:tts]
"
"필요 없습니다&nbsp;
[anki:tts lang=ko_KR speed=0.6]필요 없습니다&nbsp;[/anki:tts]

"	Не нужно<br>(<i>вежливый отказ</i>)<br>(букв. <i>Отсутствует надобность</i>)
"Не нужно<br>(<i>вежливый отказ</i>)<br>(букв. <i>Отсутствует надобность</i>)</br>
</hr>
"	"필요 없습니다&nbsp;
[anki:tts lang=ko_KR speed=0.8]필요 없습니다&nbsp;[/anki:tts]
"
"자다
[anki:tts lang=ko_KR speed=0.6]자다[/anki:tts]

"	Спать
"Спать</br>
</hr>
"	"자다
[anki:tts lang=ko_KR speed=0.8]자다[/anki:tts]
"
"남자
[anki:tts lang=ko_KR speed=0.6]남자[/anki:tts]

"	Мужчина
"Мужчина</br>
</hr>
"	"남자
[anki:tts lang=ko_KR speed=0.8]남자[/anki:tts]
"
"여자
[anki:tts lang=ko_KR speed=0.6]여자[/anki:tts]

"	Женщина
"Женщина</br>
</hr>
"	"여자
[anki:tts lang=ko_KR speed=0.8]여자[/anki:tts]
"
"바지
[anki:tts lang=ko_KR speed=0.6]바지[/anki:tts]

"	Штаны
"Штаны</br>
</hr>
"	"바지
[anki:tts lang=ko_KR speed=0.8]바지[/anki:tts]
"
"어떻게
[anki:tts lang=ko_KR speed=0.6]어떻게[/anki:tts]

"	Как(?)<br><i>вопросительное местоимение</i>
"Как(?)<br><i>вопросительное местоимение</i></br>
</hr>
"	"어떻게
[anki:tts lang=ko_KR speed=0.8]어떻게[/anki:tts]
"
"까마귀
[anki:tts lang=ko_KR speed=0.6]까마귀[/anki:tts]

"	Ворон
"Ворон</br>
</hr>
"	"까마귀
[anki:tts lang=ko_KR speed=0.8]까마귀[/anki:tts]
"
"고양이
[anki:tts lang=ko_KR speed=0.6]고양이[/anki:tts]

"	Кот
"Кот</br>
</hr>
"	"고양이
[anki:tts lang=ko_KR speed=0.8]고양이[/anki:tts]
"
"아기는 작습니다
[anki:tts lang=ko_KR speed=0.6]아기는 작습니다[/anki:tts]

"	Ребёнок - маленький
"Ребёнок - маленький</br>
</hr>
"	"아기는 작습니다
[anki:tts lang=ko_KR speed=0.8]아기는 작습니다[/anki:tts]
"
"그는 나쁩니다
[anki:tts lang=ko_KR speed=0.6]그는 나쁩니다[/anki:tts]

"	Он плохой
"Он плохой</br>
</hr>
"	"그는 나쁩니다
[anki:tts lang=ko_KR speed=0.8]그는 나쁩니다[/anki:tts]
"
"좋다
[anki:tts lang=ko_KR speed=0.6]좋다[/anki:tts]

"	Хороший; приятный; нравящийся
"Хороший; приятный; нравящийся</br>
</hr>
"	"좋다
[anki:tts lang=ko_KR speed=0.8]좋다[/anki:tts]
"
"이 고양이는 큽니다
[anki:tts lang=ko_KR speed=0.6]이 고양이는 큽니다[/anki:tts]

"	Эта кошка большая
"Эта кошка большая</br>
</hr>
"	"이 고양이는 큽니다
[anki:tts lang=ko_KR speed=0.8]이 고양이는 큽니다[/anki:tts]
"
"개
[anki:tts lang=ko_KR speed=0.6]개[/anki:tts]

"	Собака
"Собака</br>
</hr>
"	"개
[anki:tts lang=ko_KR speed=0.8]개[/anki:tts]
"
"온
[anki:tts lang=ko_KR speed=0.6]온[/anki:tts]

"	100
"100</br>
</hr>
"	"온
[anki:tts lang=ko_KR speed=0.8]온[/anki:tts]
"
"개가 느립니다
[anki:tts lang=ko_KR speed=0.6]개가 느립니다[/anki:tts]

"	Собака медленная
"Собака медленная</br>
</hr>
"	"개가 느립니다
[anki:tts lang=ko_KR speed=0.8]개가 느립니다[/anki:tts]
"
"느리다
[anki:tts lang=ko_KR speed=0.6]느리다[/anki:tts]

"	Медленный
"Медленный</br>
</hr>
"	"느리다
[anki:tts lang=ko_KR speed=0.8]느리다[/anki:tts]
"
"저는 빠릅니다
[anki:tts lang=ko_KR speed=0.6]저는 빠릅니다[/anki:tts]

"	Я быстрый
"Я быстрый</br>
</hr>
"	"저는 빠릅니다
[anki:tts lang=ko_KR speed=0.8]저는 빠릅니다[/anki:tts]
"
"운동
[anki:tts lang=ko_KR speed=0.6]운동[/anki:tts]

"	Физическое упражнение, тренировка
"Физическое упражнение, тренировка</br>
</hr>
"	"운동
[anki:tts lang=ko_KR speed=0.8]운동[/anki:tts]
"
"운동하다
[anki:tts lang=ko_KR speed=0.6]운동하다[/anki:tts]

"	Тренироваться, выполнять упражнения
"Тренироваться, выполнять упражнения</br>
</hr>
"	"운동하다
[anki:tts lang=ko_KR speed=0.8]운동하다[/anki:tts]
"
"이야기
[anki:tts lang=ko_KR speed=0.6]이야기[/anki:tts]

"	Разговор; рассказ; история; сказка
"Разговор; рассказ; история; сказка</br>
</hr>
"	"이야기
[anki:tts lang=ko_KR speed=0.8]이야기[/anki:tts]
"
"이야기하다
[anki:tts lang=ko_KR speed=0.6]이야기하다[/anki:tts]

"	Разговаривать, рассказывать, говорить
"Разговаривать, рассказывать, говорить</br>
</hr>
"	"이야기하다
[anki:tts lang=ko_KR speed=0.8]이야기하다[/anki:tts]
"
"사랑
[anki:tts lang=ko_KR speed=0.6]사랑[/anki:tts]

"	Любовь
"Любовь</br>
</hr>
"	"사랑
[anki:tts lang=ko_KR speed=0.8]사랑[/anki:tts]
"
"사랑하다
[anki:tts lang=ko_KR speed=0.6]사랑하다[/anki:tts]

"	Любить; быть влюблённым
"Любить; быть влюблённым</br>
</hr>
"	"사랑하다
[anki:tts lang=ko_KR speed=0.8]사랑하다[/anki:tts]
"
"선생님
[anki:tts lang=ko_KR speed=0.6]선생님[/anki:tts]

"	Учитель 
"Учитель </br>
</hr>
"	"선생님
[anki:tts lang=ko_KR speed=0.8]선생님[/anki:tts]
"
"손님
[anki:tts lang=ko_KR speed=0.6]손님[/anki:tts]

"	Гость
"Гость</br>
</hr>
"	"손님
[anki:tts lang=ko_KR speed=0.8]손님[/anki:tts]
"
"어서 오세요!
[anki:tts lang=ko_KR speed=0.6]어서 오세요![/anki:tts]

"	Добро пожаловать!<br>(устойчивая фраза)
"Добро пожаловать!<br>(устойчивая фраза)</br>
</hr>
"	"어서 오세요!
[anki:tts lang=ko_KR speed=0.8]어서 오세요![/anki:tts]
"
"반갑습니다!
[anki:tts lang=ko_KR speed=0.6]반갑습니다![/anki:tts]

"	Приятно познакомиться!
"Приятно познакомиться!</br>
</hr>
"	"반갑습니다!
[anki:tts lang=ko_KR speed=0.8]반갑습니다![/anki:tts]
"
"잘 지냅니까?
[anki:tts lang=ko_KR speed=0.6]잘 지냅니까?[/anki:tts]

"	Как дела? / Как поживаете?<br>букв. <i>Хорошо живёте?</i>
"Как дела? / Как поживаете?<br>букв. <i>Хорошо живёте?</i></br>
</hr>
"	"잘 지냅니까?
[anki:tts lang=ko_KR speed=0.8]잘 지냅니까?[/anki:tts]
"
"지내다
[anki:tts lang=ko_KR speed=0.6]지내다[/anki:tts]

"	проводить время; жить; служить
"проводить время; жить; служить</br>
</hr>
"	"지내다
[anki:tts lang=ko_KR speed=0.8]지내다[/anki:tts]
"
"반갑다
[anki:tts lang=ko_KR speed=0.6]반갑다[/anki:tts]

"	приятный, радостный, радушный
"приятный, радостный, радушный</br>
</hr>
"	"반갑다
[anki:tts lang=ko_KR speed=0.8]반갑다[/anki:tts]
"
"일
[anki:tts lang=ko_KR speed=0.6]일[/anki:tts]

"	Работа, дело, занятие 
"Работа, дело, занятие </br>
</hr>
"	"일
[anki:tts lang=ko_KR speed=0.8]일[/anki:tts]
"
"일하다
[anki:tts lang=ko_KR speed=0.6]일하다[/anki:tts]

"	Работать, трудиться 
"Работать, трудиться </br>
</hr>
"	"일하다
[anki:tts lang=ko_KR speed=0.8]일하다[/anki:tts]
"
"공부
[anki:tts lang=ko_KR speed=0.6]공부[/anki:tts]

"	Учеба, обучение, получение знаний
"Учеба, обучение, получение знаний</br>
</hr>
"	"공부
[anki:tts lang=ko_KR speed=0.8]공부[/anki:tts]
"
"공부하다
[anki:tts lang=ko_KR speed=0.6]공부하다[/anki:tts]

"	учиться; обучаться; изучать; заниматься учебой
"учиться; обучаться; изучать; заниматься учебой</br>
</hr>
"	"공부하다
[anki:tts lang=ko_KR speed=0.8]공부하다[/anki:tts]
"
"전화
[anki:tts lang=ko_KR speed=0.6]전화[/anki:tts]

"	Телефон; телефонный звонок, разговор по телефону 
"Телефон; телефонный звонок, разговор по телефону </br>
</hr>
"	"전화
[anki:tts lang=ko_KR speed=0.8]전화[/anki:tts]
"
"전화하다
[anki:tts lang=ko_KR speed=0.6]전화하다[/anki:tts]

"	Звонить; разговаривать по телефону 
"Звонить; разговаривать по телефону </br>
</hr>
"	"전화하다
[anki:tts lang=ko_KR speed=0.8]전화하다[/anki:tts]
"
"얘기
[anki:tts lang=ko_KR speed=0.6]얘기[/anki:tts]

"	рассказ; разговор; беседа
"рассказ; разговор; беседа</br>
</hr>
"	"얘기
[anki:tts lang=ko_KR speed=0.8]얘기[/anki:tts]
"
"얘기하다
[anki:tts lang=ko_KR speed=0.6]얘기하다[/anki:tts]

"	говорить; рассказывать
"говорить; рассказывать</br>
</hr>
"	"얘기하다
[anki:tts lang=ko_KR speed=0.8]얘기하다[/anki:tts]
"
"우리
[anki:tts lang=ko_KR speed=0.6]우리[/anki:tts]

"	Мы; наш
"Мы; наш</br>
</hr>
"	"우리
[anki:tts lang=ko_KR speed=0.8]우리[/anki:tts]
"
"우리는 얘기합니다
[anki:tts lang=ko_KR speed=0.6]우리는 얘기합니다[/anki:tts]

"	Мы разговариваем
"Мы разговариваем</br>
</hr>
"	"우리는 얘기합니다
[anki:tts lang=ko_KR speed=0.8]우리는 얘기합니다[/anki:tts]
"
"가족
[anki:tts lang=ko_KR speed=0.6]가족[/anki:tts]

"	Семья
"Семья</br>
</hr>
"	"가족
[anki:tts lang=ko_KR speed=0.8]가족[/anki:tts]
"
"언니
[anki:tts lang=ko_KR speed=0.6]언니[/anki:tts]

"	Старшая сестра<br>(<i>для сестры</i>)
"Старшая сестра<br>(<i>для сестры</i>)</br>
</hr>
"	"언니
[anki:tts lang=ko_KR speed=0.8]언니[/anki:tts]
"
"아름답다
[anki:tts lang=ko_KR speed=0.6]아름답다[/anki:tts]

"	красивый, прекрасный
"красивый, прекрасный</br>
</hr>
"	"아름답다
[anki:tts lang=ko_KR speed=0.8]아름답다[/anki:tts]
"
"아주
[anki:tts lang=ko_KR speed=0.6]아주[/anki:tts]

"	очень
"очень</br>
</hr>
"	"아주
[anki:tts lang=ko_KR speed=0.8]아주[/anki:tts]
"
"분
[anki:tts lang=ko_KR speed=0.6]분[/anki:tts]

"	человек, персона <br>(<i>вежливый эквивалент</i>)
"человек, персона <br>(<i>вежливый эквивалент</i>)</br>
</hr>
"	"분
[anki:tts lang=ko_KR speed=0.8]분[/anki:tts]
"
"어머니
[anki:tts lang=ko_KR speed=0.6]어머니[/anki:tts]

"	мать
"мать</br>
</hr>
"	"어머니
[anki:tts lang=ko_KR speed=0.8]어머니[/anki:tts]
"
"아버지
[anki:tts lang=ko_KR speed=0.6]아버지[/anki:tts]

"	отец
"отец</br>
</hr>
"	"아버지
[anki:tts lang=ko_KR speed=0.8]아버지[/anki:tts]
"
"부모님
[anki:tts lang=ko_KR speed=0.6]부모님[/anki:tts]

"	родители<br>(<i>уважительно</i>)
"родители<br>(<i>уважительно</i>)</br>
</hr>
"	"부모님
[anki:tts lang=ko_KR speed=0.8]부모님[/anki:tts]
"
"동생
[anki:tts lang=ko_KR speed=0.6]동생[/anki:tts]

"	младший брат или сестра
"младший брат или сестра</br>
</hr>
"	"동생
[anki:tts lang=ko_KR speed=0.8]동생[/anki:tts]
"
"귀엽다
[anki:tts lang=ko_KR speed=0.6]귀엽다[/anki:tts]

"	милый, симпатичный
"милый, симпатичный</br>
</hr>
"	"귀엽다
[anki:tts lang=ko_KR speed=0.8]귀엽다[/anki:tts]
"
"음식
[anki:tts lang=ko_KR speed=0.6]음식[/anki:tts]

"	еда, пища
"еда, пища</br>
</hr>
"	"음식
[anki:tts lang=ko_KR speed=0.8]음식[/anki:tts]
"
"저는 한국어가 좋습니다
[anki:tts lang=ko_KR speed=0.6]저는 한국어가 좋습니다[/anki:tts]

"	Мне нравится корейский язык
"Мне нравится корейский язык</br>
</hr>
"	"저는 한국어가 좋습니다
[anki:tts lang=ko_KR speed=0.8]저는 한국어가 좋습니다[/anki:tts]
"
"맛있다
[anki:tts lang=ko_KR speed=0.6]맛있다[/anki:tts]

"	Вкусный<br>(букв. <i>имеющий вкус</i>)
"Вкусный<br>(букв. <i>имеющий вкус</i>)</br>
</hr>
"	"맛있다
[anki:tts lang=ko_KR speed=0.8]맛있다[/anki:tts]
"
"-도
[anki:tts lang=ko_KR speed=0.6]-도[/anki:tts]

"	тоже<br>(частица подлежащего:&nbsp;<i>подлежащее&nbsp;<b>тоже</b>&nbsp;сказуемое</i>)
"тоже<br>(частица подлежащего:&nbsp;<i>подлежащее&nbsp;<b>тоже</b>&nbsp;сказуемое</i>)</br>
</hr>
"	"-도
[anki:tts lang=ko_KR speed=0.8]-도[/anki:tts]
"
"저도&nbsp;한국&nbsp;사람입니다.
[anki:tts lang=ko_KR speed=0.6]저도&nbsp;한국&nbsp;사람입니다.[/anki:tts]

"	Я тоже кореец<br>(букв. <i>Я тоже корейский человек</i>)
"Я тоже кореец<br>(букв. <i>Я тоже корейский человек</i>)</br>
</hr>
"	"저도&nbsp;한국&nbsp;사람입니다.
[anki:tts lang=ko_KR speed=0.8]저도&nbsp;한국&nbsp;사람입니다.[/anki:tts]
"
"재미있다
[anki:tts lang=ko_KR speed=0.6]재미있다[/anki:tts]

"	"<div style=""text-align: center;""><span style=""background-color: rgb(255, 255, 255);"">интересный; увлекательный; нескучный; ненудный; радостный</span></div><div style=""text-align: center;"">(букв.&nbsp;<i>имеющий интерес</i>)</div>"
"<div style=""text-align: center;""><span style=""background-color: rgb(255, 255, 255);"">интересный; увлекательный; нескучный; ненудный; радостный</span></div><div style=""text-align: center;"">(букв.&nbsp;<i>имеющий интерес</i>)</div></br>
</hr>
"	"재미있다
[anki:tts lang=ko_KR speed=0.8]재미있다[/anki:tts]
"
"영화
[anki:tts lang=ko_KR speed=0.6]영화[/anki:tts]

"	кино; фильм; кинофильм
"кино; фильм; кинофильм</br>
</hr>
"	"영화
[anki:tts lang=ko_KR speed=0.8]영화[/anki:tts]
"
"의사
[anki:tts lang=ko_KR speed=0.6]의사[/anki:tts]

"	Врач
"Врач</br>
</hr>
"	"의사
[anki:tts lang=ko_KR speed=0.8]의사[/anki:tts]
"
"출신
[anki:tts lang=ko_KR speed=0.6]출신[/anki:tts]

"	Происхождение
"Происхождение</br>
</hr>
"	"출신
[anki:tts lang=ko_KR speed=0.8]출신[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">저는 한국 출신입니다</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">저는 한국 출신입니다</span>[/anki:tts]

"	Я уроженец Кореи
"Я уроженец Кореи</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">저는 한국 출신입니다</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">저는 한국 출신입니다</span>[/anki:tts]
"
"한국인
[anki:tts lang=ko_KR speed=0.6]한국인[/anki:tts]

"	Кореец
"Кореец</br>
</hr>
"	"한국인
[anki:tts lang=ko_KR speed=0.8]한국인[/anki:tts]
"
"아니다
[anki:tts lang=ko_KR speed=0.6]아니다[/anki:tts]

"	не быть
"не быть</br>
</hr>
"	"아니다
[anki:tts lang=ko_KR speed=0.8]아니다[/anki:tts]
"
"저는 한국인이 아닙니다
[anki:tts lang=ko_KR speed=0.6]저는 한국인이 아닙니다[/anki:tts]

"	Я не кореец<br>(букв. <i>Я корейцем не быть</i>)
"Я не кореец<br>(букв. <i>Я корейцем не быть</i>)</br>
</hr>
"	"저는 한국인이 아닙니다
[anki:tts lang=ko_KR speed=0.8]저는 한국인이 아닙니다[/anki:tts]
"
"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">화장실</span>
[anki:tts lang=ko_KR speed=0.6]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">화장실</span>[/anki:tts]

"	Туалет
"Туалет</br>
</hr>
"	"<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">화장실</span>
[anki:tts lang=ko_KR speed=0.8]<span style=""color: rgb(37, 37, 37); background-color: rgb(255, 255, 255);"">화장실</span>[/anki:tts]
"
"시장
[anki:tts lang=ko_KR speed=0.6]시장[/anki:tts]

"	Рынок, базар
"Рынок, базар</br>
</hr>
"	"시장
[anki:tts lang=ko_KR speed=0.8]시장[/anki:tts]
"
"A지 않다
[anki:tts lang=ko_KR speed=0.6]A지 않다[/anki:tts]

"	не-A<i><br>глагольное отрицание</i>
"не-A<i><br>глагольное отрицание</i></br>
</hr>
"	"A지 않다
[anki:tts lang=ko_KR speed=0.8]A지 않다[/anki:tts]
"
"저는 자지 않습니다
[anki:tts lang=ko_KR speed=0.6]저는 자지 않습니다[/anki:tts]

"	Я не сплю
"Я не сплю</br>
</hr>
"	"저는 자지 않습니다
[anki:tts lang=ko_KR speed=0.8]저는 자지 않습니다[/anki:tts]
"
"가다
[anki:tts lang=ko_KR speed=0.6]가다[/anki:tts]

"	идти; уходить
"идти; уходить</br>
</hr>
"	"가다
[anki:tts lang=ko_KR speed=0.8]가다[/anki:tts]
"
"오다
[anki:tts lang=ko_KR speed=0.6]오다[/anki:tts]

"	приходить; приезжать
"приходить; приезжать</br>
</hr>
"	"오다
[anki:tts lang=ko_KR speed=0.8]오다[/anki:tts]
"
"에스컬레이터
[anki:tts lang=ko_KR speed=0.6]에스컬레이터[/anki:tts]

"	Эскалатор
"Эскалатор</br>
</hr>
"	"에스컬레이터
[anki:tts lang=ko_KR speed=0.8]에스컬레이터[/anki:tts]
"
"걷다
[anki:tts lang=ko_KR speed=0.6]걷다[/anki:tts]

"	идти пешком; шагать
"идти пешком; шагать</br>
</hr>
"	"걷다
[anki:tts lang=ko_KR speed=0.8]걷다[/anki:tts]
"
"-들
[anki:tts lang=ko_KR speed=0.6]-들[/anki:tts]

"	<i>множественное число</i>
"<i>множественное число</i></br>
</hr>
"	"-들
[anki:tts lang=ko_KR speed=0.8]-들[/anki:tts]
"
"-까지
[anki:tts lang=ko_KR speed=0.6]-까지[/anki:tts]

"	до (какого-либо времени или места)<br>
"до (какого-либо времени или места)<br></br>
</hr>
"	"-까지
[anki:tts lang=ko_KR speed=0.8]-까지[/anki:tts]
"
"저는 집까지 갑니다.
[anki:tts lang=ko_KR speed=0.6]저는 집까지 갑니다.[/anki:tts]

"	Я иду до дома.<br>(<i>с намёком, что у дома остановлюсь</i>)
"Я иду до дома.<br>(<i>с намёком, что у дома остановлюсь</i>)</br>
</hr>
"	"저는 집까지 갑니다.
[anki:tts lang=ko_KR speed=0.8]저는 집까지 갑니다.[/anki:tts]
"
"병원
[anki:tts lang=ko_KR speed=0.6]병원[/anki:tts]

"	больница
"больница</br>
</hr>
"	"병원
[anki:tts lang=ko_KR speed=0.8]병원[/anki:tts]
"
"같이
[anki:tts lang=ko_KR speed=0.6]같이[/anki:tts]

"	Вместе
"Вместе</br>
</hr>
"	"같이
[anki:tts lang=ko_KR speed=0.8]같이[/anki:tts]
"
"달리다
[anki:tts lang=ko_KR speed=0.6]달리다[/anki:tts]

"	бежать; мчаться
"бежать; мчаться</br>
</hr>
"	"달리다
[anki:tts lang=ko_KR speed=0.8]달리다[/anki:tts]
"
"우리들이 같이 달립니다.
[anki:tts lang=ko_KR speed=0.6]우리들이 같이 달립니다.[/anki:tts]

"	мы <i>(много)</i> вместе бежим
"мы <i>(много)</i> вместе бежим</br>
</hr>
"	"우리들이 같이 달립니다.
[anki:tts lang=ko_KR speed=0.8]우리들이 같이 달립니다.[/anki:tts]
"
"식당
[anki:tts lang=ko_KR speed=0.6]식당[/anki:tts]

"	ресторан; забегаловка; столовая (<i>комната для приема пищи</i>)
"ресторан; забегаловка; столовая (<i>комната для приема пищи</i>)</br>
</hr>
"	"식당
[anki:tts lang=ko_KR speed=0.8]식당[/anki:tts]
"
"-와/과
[anki:tts lang=ko_KR speed=0.6]-와/과[/anki:tts]

"	<i>союз&nbsp;</i>и
"<i>союз&nbsp;</i>и</br>
</hr>
"	"-와/과
[anki:tts lang=ko_KR speed=0.8]-와/과[/anki:tts]
"
"저는 친구와 파티에 갑니다.
[anki:tts lang=ko_KR speed=0.6]저는 친구와 파티에 갑니다.[/anki:tts]

"	Я с другом иду на вечеринку<br>(букв.&nbsp;<i>я и-друг на вечеринку иду</i>)
"Я с другом иду на вечеринку<br>(букв.&nbsp;<i>я и-друг на вечеринку иду</i>)</br>
</hr>
"	"저는 친구와 파티에 갑니다.
[anki:tts lang=ko_KR speed=0.8]저는 친구와 파티에 갑니다.[/anki:tts]
"
"멋
[anki:tts lang=ko_KR speed=0.6]멋[/anki:tts]

"	Вкус, стиль
"Вкус, стиль</br>
</hr>
"	"멋
[anki:tts lang=ko_KR speed=0.8]멋[/anki:tts]
"
"멋있다
[anki:tts lang=ko_KR speed=0.6]멋있다[/anki:tts]

"	Модный, стильный, крутой
"Модный, стильный, крутой</br>
</hr>
"	"멋있다
[anki:tts lang=ko_KR speed=0.8]멋있다[/anki:tts]
"
"이 영화는 멋있습니다
[anki:tts lang=ko_KR speed=0.6]이 영화는 멋있습니다[/anki:tts]

"	Этот фильм классный
"Этот фильм классный</br>
</hr>
"	"이 영화는 멋있습니다
[anki:tts lang=ko_KR speed=0.8]이 영화는 멋있습니다[/anki:tts]
"
"멋없다
[anki:tts lang=ko_KR speed=0.6]멋없다[/anki:tts]

"	непривлекательный; некрутой
"непривлекательный; некрутой</br>
</hr>
"	"멋없다
[anki:tts lang=ko_KR speed=0.8]멋없다[/anki:tts]
"
"학생이 멋없습니다
[anki:tts lang=ko_KR speed=0.6]학생이 멋없습니다[/anki:tts]

"	Студент не крутой
"Студент не крутой</br>
</hr>
"	"학생이 멋없습니다
[anki:tts lang=ko_KR speed=0.8]학생이 멋없습니다[/anki:tts]
"
"재미없다
[anki:tts lang=ko_KR speed=0.6]재미없다[/anki:tts]

"	Скучный; неинтересный
"Скучный; неинтересный</br>
</hr>
"	"재미없다
[anki:tts lang=ko_KR speed=0.8]재미없다[/anki:tts]
"
"그녀들
[anki:tts lang=ko_KR speed=0.6]그녀들[/anki:tts]

"	Они <br>(женщины)
"Они <br>(женщины)</br>
</hr>
"	"그녀들
[anki:tts lang=ko_KR speed=0.8]그녀들[/anki:tts]
"
"그들
[anki:tts lang=ko_KR speed=0.6]그들[/anki:tts]

"	Они<br>В том числе они мужчины
"Они<br>В том числе они мужчины</br>
</hr>
"	"그들
[anki:tts lang=ko_KR speed=0.8]그들[/anki:tts]
"
"책
[anki:tts lang=ko_KR speed=0.6]책[/anki:tts]

"	Книга
"Книга</br>
</hr>
"	"책
[anki:tts lang=ko_KR speed=0.8]책[/anki:tts]
"
"책이 재미없습니다
[anki:tts lang=ko_KR speed=0.6]책이 재미없습니다[/anki:tts]

"	Книга неинтересная
"Книга неинтересная</br>
</hr>
"	"책이 재미없습니다
[anki:tts lang=ko_KR speed=0.8]책이 재미없습니다[/anki:tts]
"
"가수
[anki:tts lang=ko_KR speed=0.6]가수[/anki:tts]

"	Певец
"Певец</br>
</hr>
"	"가수
[anki:tts lang=ko_KR speed=0.8]가수[/anki:tts]
"
"배우
[anki:tts lang=ko_KR speed=0.6]배우[/anki:tts]

"	Актёр
"Актёр</br>
</hr>
"	"배우
[anki:tts lang=ko_KR speed=0.8]배우[/anki:tts]
"
"경찰
[anki:tts lang=ko_KR speed=0.6]경찰[/anki:tts]

"	Полиция
"Полиция</br>
</hr>
"	"경찰
[anki:tts lang=ko_KR speed=0.8]경찰[/anki:tts]
"
"저는 경찰입니다
[anki:tts lang=ko_KR speed=0.6]저는 경찰입니다[/anki:tts]

"	Я полицейский
"Я полицейский</br>
</hr>
"	"저는 경찰입니다
[anki:tts lang=ko_KR speed=0.8]저는 경찰입니다[/anki:tts]
"
"열쇠
[anki:tts lang=ko_KR speed=0.6]열쇠[/anki:tts]

"	Ключ
"Ключ</br>
</hr>
"	"열쇠
[anki:tts lang=ko_KR speed=0.8]열쇠[/anki:tts]
"
"입구
[anki:tts lang=ko_KR speed=0.6]입구[/anki:tts]

"	Вход
"Вход</br>
</hr>
"	"입구
[anki:tts lang=ko_KR speed=0.8]입구[/anki:tts]
"
"운동장
[anki:tts lang=ko_KR speed=0.6]운동장[/anki:tts]

"	Стадион, спортивная площадка
"Стадион, спортивная площадка</br>
</hr>
"	"운동장
[anki:tts lang=ko_KR speed=0.8]운동장[/anki:tts]
"
"회사
[anki:tts lang=ko_KR speed=0.6]회사[/anki:tts]

"	компания; фирма
"компания; фирма</br>
</hr>
"	"회사
[anki:tts lang=ko_KR speed=0.8]회사[/anki:tts]
"
"회사원
[anki:tts lang=ko_KR speed=0.6]회사원[/anki:tts]

"	работник фирмы; сотрудник
"работник фирмы; сотрудник</br>
</hr>
"	"회사원
[anki:tts lang=ko_KR speed=0.8]회사원[/anki:tts]
"
"대학생
[anki:tts lang=ko_KR speed=0.6]대학생[/anki:tts]

"	Студент ВУЗа
"Студент ВУЗа</br>
</hr>
"	"대학생
[anki:tts lang=ko_KR speed=0.8]대학생[/anki:tts]
"
"호주
[anki:tts lang=ko_KR speed=0.6]호주[/anki:tts]

"	Австралия
"Австралия</br>
</hr>
"	"호주
[anki:tts lang=ko_KR speed=0.8]호주[/anki:tts]
"
"이 배우가 접니다
[anki:tts lang=ko_KR speed=0.6]이 배우가 접니다[/anki:tts]

"	Этот актер - я
"Этот актер - я</br>
</hr>
"	"이 배우가 접니다
[anki:tts lang=ko_KR speed=0.8]이 배우가 접니다[/anki:tts]
"
"가방
[anki:tts lang=ko_KR speed=0.6]가방[/anki:tts]

"	Сумка
"Сумка</br>
</hr>
"	"가방
[anki:tts lang=ko_KR speed=0.8]가방[/anki:tts]
"
"알은 가방에 있습니다
[anki:tts lang=ko_KR speed=0.6]알은 가방에 있습니다[/anki:tts]

"	Яйцо находится в сумке
"Яйцо находится в сумке</br>
</hr>
"	"알은 가방에 있습니다
[anki:tts lang=ko_KR speed=0.8]알은 가방에 있습니다[/anki:tts]
"
"책상
[anki:tts lang=ko_KR speed=0.6]책상[/anki:tts]

"	Рабочий стол; письменный стол
"Рабочий стол; письменный стол</br>
</hr>
"	"책상
[anki:tts lang=ko_KR speed=0.8]책상[/anki:tts]
"
"바다
[anki:tts lang=ko_KR speed=0.6]바다[/anki:tts]

"	Море, океан
"Море, океан</br>
</hr>
"	"바다
[anki:tts lang=ko_KR speed=0.8]바다[/anki:tts]
"
"나무
[anki:tts lang=ko_KR speed=0.6]나무[/anki:tts]

"	Дерево; древесина
"Дерево; древесина</br>
</hr>
"	"나무
[anki:tts lang=ko_KR speed=0.8]나무[/anki:tts]
"
"공원
[anki:tts lang=ko_KR speed=0.6]공원[/anki:tts]

"	Парк
"Парк</br>
</hr>
"	"공원
[anki:tts lang=ko_KR speed=0.8]공원[/anki:tts]
"
"앉다
[anki:tts lang=ko_KR speed=0.6]앉다[/anki:tts]

"	сидеть; садиться; занимать (место)
"сидеть; садиться; занимать (место)</br>
</hr>
"	"앉다
[anki:tts lang=ko_KR speed=0.8]앉다[/anki:tts]
"
"자동차
[anki:tts lang=ko_KR speed=0.6]자동차[/anki:tts]

"	Автомобиль
